model_name,prompt,generated_answer,expected_intention,latency_ms,tokens_per_second,peak_ram_mb
Meta-Llama-3-8B-Q4_0.gguf,Vamos economizar energia,AJUSTAR_ENERGIA,DESLIGAR_LUZ,4767.926216125488,1.6778783138345121,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Chega de luz por hoje,DESLIGAR_,DESLIGAR_LUZ,4123.5511302948,1.9400753736811471,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Apague todas as luzes,DESLIGAR_,DESLIGAR_LUZ,4126.110315322876,1.938872058338068,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Desligue a lâmpada do corredor,DESLIGAR_,DESLIGAR_LUZ,4436.91611289978,1.8030541476186575,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Pode deixar tudo escuro para o filme?,DESLIGAR_,DESLIGAR_LUZ,3740.2825355529785,2.1388758533497385,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,"Vou dormir, boa noite",DESPEDIR,DESLIGAR_LUZ,3120.21541595459,1.2819627707583297,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Cortar energia da iluminação,DESLIGAR_,DESLIGAR_LUZ,5112.180471420288,1.5648899808455716,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Modo cinema,MODO_CINEMA,DESLIGAR_LUZ,3268.134832382202,1.8359095654650492,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Ligue o ar condicionado,LIGAR_AR,AJUSTAR_TEMPERATURA,3206.0415744781494,1.559555571519329,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Que calor! Pode refrescar o ambiente?,AJUSTAR_UMIDADE,AJUSTAR_TEMPERATURA,3348.8481044769287,2.0902709772479695,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Desligue o aquecedor,DESLIGAR_AQUECEDOR,AJUSTAR_TEMPERATURA,4879.230737686157,1.8445530625321493,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Aumente a velocidade do ventilador,AJUSTAR_VENTILADOR,AJUSTAR_TEMPERATURA,5137.922048568726,1.5570497030465003,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Ativar modo de economia do ar condicionado,AJUSTAR_AR_CONDICIONADO,AJUSTAR_TEMPERATURA,4505.403757095337,1.9976012107297478,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Quero o quarto em 22 graus,AJUSTAR_TEMPERATURA,AJUSTAR_TEMPERATURA,4162.210941314697,2.162312320758355,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Ajuste o ar condicionado para 23 graus,AJUSTAR_TEMPERATURA,AJUSTAR_TEMPERATURA,5166.0356521606445,1.7421482556427648,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Estou com um pouco de frio,AJUSTAR_TEMPERATURA,AJUSTAR_TEMPERATURA,5205.819368362427,1.7288344760281402,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Pode deixar o ambiente mais quente?,AJUSTAR_TEMPERATURA,AJUSTAR_TEMPERATURA,5548.105478286743,1.622175359719225,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Qual a temperatura agora?,AJUSTAR_TEMPERATURA,AJUSTAR_TEMPERATURA,4849.4157791137695,1.8558936601729683,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Diminua a ventilação,AJUSTAR_VENTILACAO,AJUSTAR_TEMPERATURA,4871.846914291382,1.8473486869217575,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Climatizador em 21C,AJUSTAR_TEMPERATURA,AJUSTAR_TEMPERATURA,5203.488826751709,1.7296087874216255,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Pausar a música,PAUSAR_MUSICA,TOCAR_MUSICA,4342.9811000823975,1.6117961001182326,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Diminua o volume,DIMINUIR_VOLUME,TOCAR_MUSICA,3928.5709857940674,1.52727289940702,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Que música está tocando?,TOCAR_,TOCAR_MUSICA,4339.4951820373535,1.6130908565068538,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Toque os maiores sucessos dos anos 80,TOCAR_MUSICA,TOCAR_MUSICA,3271.040201187134,1.8342788932470062,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Coloque um podcast para tocar,TOCAR_PODCAST,TOCAR_MUSICA,3625.600576400757,1.6548982364616627,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Volte para a música anterior,TROCAR_MUSICA_ANTERIOR,TOCAR_MUSICA,4977.04005241394,2.0092263463200073,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Tocar rádio FM,TOCAR_RADIO,TOCAR_MUSICA,2882.622480392456,1.734531675240135,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Toque um pouco de rock clássico,TOCAR_MUSICA,TOCAR_MUSICA,2910.0468158721924,2.0618224996499563,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Quero ouvir a última da Beyoncé,TOCAR_MUSICA,TOCAR_MUSICA,4297.5451946258545,1.3961458759068064,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Play na minha playlist de treino,TOCAR_PLAYLIST,TOCAR_MUSICA,3630.1982402801514,1.6528022997270158,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Coloca uma música ambiente,TOCAR_MUSICA,TOCAR_MUSICA,3924.6551990509033,1.5287967211618936,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Próxima faixa,TOCAR_PROXIMA_MUSICA,TOCAR_MUSICA,5189.359664916992,1.7343180240223264,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Aumenta o som,AUMENTAR_SOM,TOCAR_MUSICA,3922.6603507995605,1.5295741826786031,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Qual é o horário?,OBTER_,OBTER_HORA,3925.755262374878,1.5283683263460268,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Me atualize sobre as horas,OBTER_,OBTER_HORA,3305.116653442383,1.8153670896156755,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Quanto tempo falta para a meia-noite?,OBTER_HORA,OBTER_HORA,2836.6470336914062,1.7626443969284975,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Poderia informar o horário exato?,OBTER_,OBTER_HORA,2905.92360496521,2.0647480166884264,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Que horas marca o relógio?,OBTER_Hora,OBTER_HORA,3210.336208343506,1.557469272846017,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,"Horário local, por favor",OBTER_,OBTER_HORA,3298.320770263672,1.8191074846611577,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Que horas são agora?,OBTER_Hora,OBTER_HORA,3167.964220046997,1.5783006538899056,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,"Pode me dizer o horário, por favor?",OBTER_,OBTER_HORA,3247.417449951172,1.8476220234913796,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Me fale as horas,OBTER_,OBTER_HORA,3915.7562255859375,1.5322710746893302,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Consulta a hora,OBTER_,OBTER_HORA,3255.1233768463135,1.8432481062555075,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Horário,OBTER_,OBTER_HORA,2916.891574859619,2.0569842402485463,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,O relógio está certo?,VERIFICAR_,OBTER_HORA,4148.239612579346,1.9285289055483603,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Defina um alarme para as 7 da manhã,DEFINIR_ALARME,NAO_RECONHECIDO,3923.872470855713,1.5291016832388358,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Adicione leite à minha lista de compras,ADICIONAR_LEITE,NAO_RECONHECIDO,3675.5270957946777,1.9044887488406734,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Ligue a cafeteira,LIGAR_CAFETEIRA,NAO_RECONHECIDO,4553.995132446289,1.9762866973389652,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Qual o resultado do jogo de ontem?,NAO_,NAO_RECONHECIDO,5219.103574752808,1.7244340663283861,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Feche as persianas da sala,FECHAR_PERSIANAS,NAO_RECONHECIDO,4382.667303085327,1.597200863289831,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Me lembre de ligar para minha mãe em 10 minutos,LIGAR_LIGACAO,NAO_RECONHECIDO,4132.201433181763,1.9360140422389966,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Aspire a sala de estar,LIGAR_VENTILADOR,NAO_RECONHECIDO,4134.968996047974,1.9347182548759272,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Quem descobriu o Brasil?,NAO_,NAO_RECONHECIDO,5206.714391708374,1.7285372929869909,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Qual a previsão do tempo para amanhã?,NAO_,NAO_RECONHECIDO,4500.082492828369,1.9999633371928178,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Ligue a televisão no canal de notícias,LIGAR_TV,NAO_RECONHECIDO,2844.276189804077,1.7579164843145616,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Me conte uma piada,NAO_RECONHECIDO,NAO_RECONHECIDO,5173.2378005981445,1.739722848031342,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Onde fica a padaria mais próxima?,ENCONTRAR_PADARIA,NAO_RECONHECIDO,4799.402713775635,1.6668740835266338,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,O céu é azul?,NAO_RECONHECIDO,NAO_RECONHECIDO,5170.990228652954,1.7404790189179113,7528.640625
Meta-Llama-3-8B-Q4_0.gguf,Abrir as cortinas,ABRIR_CORTINAS,NAO_RECONHECIDO,4763.577938079834,1.6794099107833105,7528.640625
