model_name,prompt,generated_answer,expected_intention,latency_ms,tokens_per_second,peak_ram_mb
phi-3-mini-4k-instruct-q4.gguf,Ligue o ar condicionado,AJUSTAR_TEMPERATUR,AJUSTAR_TEMPERATURA,3285.581588745117,3.0436011798505858,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Que calor! Pode refrescar o ambiente?,AJUSTAR_TEMPERATUR,AJUSTAR_TEMPERATURA,3765.119791030884,2.655957992046255,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Desligue o aquecedor,NAO_RECONHECIDO,AJUSTAR_TEMPERATURA,3282.492160797119,3.046465767513548,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Aumente a velocidade do ventilador,AJUSTAR_VENTILADO,AJUSTAR_TEMPERATURA,3590.8427238464355,2.784861596301887,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Ativar modo de economia do ar condicionado,AJUSTAR_AR_CONDIC,AJUSTAR_TEMPERATURA,3759.3302726745605,2.660048273142423,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Quero o quarto em 22 graus,AJUSTAR_TEMPERATUR,AJUSTAR_TEMPERATURA,3686.1445903778076,2.712861569810277,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Ajuste o ar condicionado para 23 graus,AJUSTAR_TEMPERATUR,AJUSTAR_TEMPERATURA,3944.7834491729736,2.534993397951035,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Estou com um pouco de frio,AJUSTAR_TEMPERATUR,AJUSTAR_TEMPERATURA,3462.5515937805176,2.888043608638825,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Pode deixar o ambiente mais quente?,AJUSTAR_TEMPERATUR,AJUSTAR_TEMPERATURA,3586.6405963897705,2.788124355160026,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Qual a temperatura agora?,NAO_RECONHECIDO,AJUSTAR_TEMPERATURA,3194.2641735076904,3.130611451281058,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Diminua a ventilação,NAO_RECONHECIDO,AJUSTAR_TEMPERATURA,3283.0801010131836,3.0459202006414414,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Climatizador em 21C,NAO_RECONHECIDO,AJUSTAR_TEMPERATURA,3462.556838989258,2.8880392337239043,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Pausar a música,NAO_RECONHECIDO,TOCAR_MUSICA,3105.128765106201,3.220478362242083,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Diminua o volume,AJUSTAR_VOLUME,TOCAR_MUSICA,3104.1409969329834,3.221503150108324,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Que música está tocando?,NAO_RECONHECIDO,TOCAR_MUSICA,3195.3248977661133,3.1295722093834994,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Toque os maiores sucessos dos anos 80,TOCAR_MUSICA,TOCAR_MUSICA,3634.512186050415,2.4762607852968026,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Coloque um podcast para tocar,TOCAR_MUSICA,TOCAR_MUSICA,3243.873119354248,2.7744611669002683,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Volte para a música anterior,NAO_RECONHECIDO,TOCAR_MUSICA,3199.11789894104,3.125861664338836,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Tocar rádio FM,TOCAR_MUSICA,TOCAR_MUSICA,3065.50931930542,2.9358906017089557,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Toque um pouco de rock clássico,TOCAR_MUSICA,TOCAR_MUSICA,3378.6048889160156,2.6638213984493286,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Quero ouvir a última da Beyoncé,TOCAR_MUSICA,TOCAR_MUSICA,3369.296073913574,2.6711811020947573,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Play na minha playlist de treino,TOCAR_MUSICA,TOCAR_MUSICA,3243.2608604431152,2.774984926365239,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Coloca uma música ambiente,TOCAR_MUSICA,TOCAR_MUSICA,2978.3942699432373,3.0217624613451606,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Próxima faixa,NAO_RECONHECIDO,TOCAR_MUSICA,3195.9075927734375,3.1290016089989354,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Aumenta o som,AJUSTAR_SOUND,TOCAR_MUSICA,2667.796850204468,2.998729082158882,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Qual é o horário?,OBTER_HORA,OBTER_HORA,2671.4706420898438,2.9946052462480903,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Me atualize sobre as horas,NAO_RECONHECIDO,OBTER_HORA,3374.052047729492,2.963795418250682,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Quanto tempo falta para a meia-noite?,NAO_RECONHECIDO,OBTER_HORA,3764.2571926116943,2.6565666181438203,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Poderia informar o horário exato?,OBTER_HORA,OBTER_HORA,3150.9108543395996,2.538948377096096,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Que horas marca o relógio?,OBTER_HORA,OBTER_HORA,2937.3435974121094,2.7235492664352403,2599.5625
phi-3-mini-4k-instruct-q4.gguf,"Horário local, por favor",NAO_RECONHECIDA,OBTER_HORA,3197.0794200897217,3.1278547342810032,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Que horas são agora?,NAO_RECONHECIDO,OBTER_HORA,3193.211317062378,3.131643667478789,2599.5625
phi-3-mini-4k-instruct-q4.gguf,"Pode me dizer o horário, por favor?",OBTER_HORA,OBTER_HORA,3238.999605178833,2.469898417773441,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Me fale as horas,NAO_RECONHECIDO,OBTER_HORA,3196.1092948913574,3.1288041419559534,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Consulta a hora,NAO_RECONHECIDO,OBTER_HORA,3202.056646347046,3.122992846303375,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Horário,NAO_RECONHECIDO,OBTER_HORA,2840.717077255249,3.520237928678972,2599.5625
phi-3-mini-4k-instruct-q4.gguf,O relógio está certo?,NAO_RECONHECIDO,OBTER_HORA,3285.599946975708,3.043584173783752,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Defina um alarme para as 7 da manhã,NAO_RECONHECIDO,NAO_RECONHECIDO,3942.1050548553467,2.5367157548689288,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Adicione leite à minha lista de compras,NAO_RECONHECIDO,NAO_RECONHECIDO,3763.8802528381348,2.65683266423249,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Ligue a cafeteira,LIGAR_APRONO,NAO_RECONHECIDO,3067.8210258483887,2.9336783091872514,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Qual o resultado do jogo de ontem?,NAO_RECONHECIDO,NAO_RECONHECIDO,3462.2998237609863,2.888253620143537,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Feche as persianas da sala,NAO_RECONHECIDO,NAO_RECONHECIDO,3463.5069370269775,2.8872469961281064,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Me lembre de ligar para minha mãe em 10 minutos,REMINDER,NAO_RECONHECIDO,2996.983051300049,1.3346755492210263,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Aspire a sala de estar,NAO_RECONHECIDO,NAO_RECONHECIDO,3371.091604232788,2.966398180175189,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Quem descobriu o Brasil?,NAO_RECONHECIDO,NAO_RECONHECIDO,3372.382402420044,2.9652627747149713,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Qual a previsão do tempo para amanhã?,NAO_RECONHECIDO,NAO_RECONHECIDO,3673.9399433135986,2.7218735619779357,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Ligue a televisão no canal de notícias,LIGAR_TELEVISÃO,NAO_RECONHECIDO,3673.431396484375,2.7222503759211105,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Me conte uma piada,NAO_RECONHECIDO,NAO_RECONHECIDO,3105.7350635528564,3.219849663725127,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Onde fica a padaria mais próxima?,NAO_RECONHECIDO,NAO_RECONHECIDO,3673.1393337249756,2.722466830535088,2599.5625
phi-3-mini-4k-instruct-q4.gguf,O céu é azul?,NAO_RECONHECIDO,NAO_RECONHECIDO,3189.877986907959,3.134916144455196,2599.5625
phi-3-mini-4k-instruct-q4.gguf,Abrir as cortinas,NAO_RECONHECIDO,NAO_RECONHECIDO,3105.637311935425,3.2199510102382263,2599.5625
