model_name,prompt,generated_answer,expected_intention,latency_ms,tokens_per_second,peak_ram_mb
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,Quero ouvir a última da Beyoncé,LIGAR_LUZ,TOCAR_MUSICA,545.0270175933838,14.678171433270823,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,Play na minha playlist de treino,TOCAR_MUSICA,TOCAR_MUSICA,741.6269779205322,12.135480865643995,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,Coloca uma música ambiente,AJUSTAR_TEMPERATUR,TOCAR_MUSICA,694.5145130157471,14.398547204690688,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,Próxima faixa,AJUSTAR_TEMPERATUR,TOCAR_MUSICA,707.5042724609375,14.134190264627861,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,Aumenta o som,AJUSTAR_TEMPERATUR,TOCAR_MUSICA,757.3213577270508,13.204434151986693,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,Qual é o horário?,NAO_RECONHECIDO,OBTER_HORA,765.6722068786621,13.060419210938818,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,Me atualize sobre as horas,ATUALIZAR_HORARIO,OBTER_HORA,763.0298137664795,13.105647799838707,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,Quanto tempo falta para a meia-noite?,NAO_RECONHECIDO,OBTER_HORA,726.3762950897217,13.76696908695899,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,Poderia informar o horário exato?,OBTER_HORA,OBTER_HORA,626.0907649993896,11.180487544816005,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,Que horas marca o relógio?,NAO_RECONHECIDO,OBTER_HORA,763.3097171783447,13.100841997618032,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,"Horário local, por favor",NAO_RECONHECIDO,OBTER_HORA,696.8297958374023,14.350706671465856,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,Que horas são agora?,NAO_RECONHECIDO,OBTER_HORA,687.9270076751709,14.536425941168826,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,"Pode me dizer o horário, por favor?",NAO_RECONHECIDO,OBTER_HORA,683.6447715759277,14.627479673322373,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,Me fale as horas,AJUSTAR_TEMPERATUR,OBTER_HORA,690.3061866760254,14.486325333620691,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,Consulta a hora,LISTAR_HORARIO,OBTER_HORA,628.9467811584473,14.309636792198921,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,Horário,NAO_RECONHECIDO,OBTER_HORA,639.1642093658447,15.64543172703871,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,O relógio está certo?,LIGAR_RELOJ,OBTER_HORA,603.7561893463135,13.250381761985075,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,Defina um alarme para as 7 da manhã,AJUSTAR_TEMPERATUR,NAO_RECONHECIDO,755.211353302002,13.24132636019985,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,Adicione leite à minha lista de compras,AJUSTAR_TEMPERATUR,NAO_RECONHECIDO,719.5272445678711,13.898014391387964,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,Ligue a cafeteira,LIZAR_CAFAEIRA,NAO_RECONHECIDO,718.6980247497559,13.914049650382593,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,Qual o resultado do jogo de ontem?,NAO_RECONHECIDO,NAO_RECONHECIDO,792.5968170166016,12.616755184105845,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,Feche as persianas da sala,LIGAR_PERSIANAS,NAO_RECONHECIDO,735.8944416046143,12.230014919497888,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,Me lembre de ligar para minha mãe em 10 minutos,LIGAR_LUZ,NAO_RECONHECIDO,623.2755184173584,12.835415099110362,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,Aspire a sala de estar,LIGAR_LUZ,NAO_RECONHECIDO,640.411376953125,12.491970455086967,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,Quem descobriu o Brasil?,LIGAR_LUZ,NAO_RECONHECIDO,640.4156684875488,12.491886744266218,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,Qual a previsão do tempo para amanhã?,NAO_RECONHECIDO,NAO_RECONHECIDO,625.9250640869141,14.378718022945774,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,Ligue a televisão no canal de notícias,LIZAR_TELEVISÃO,NAO_RECONHECIDO,683.4964752197266,14.630653357481116,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,Me conte uma piada,LIGAR_PIADA,NAO_RECONHECIDO,634.1040134429932,12.61622672369225,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,Onde fica a padaria mais próxima?,NAO_RECONHECIDO,NAO_RECONHECIDO,682.8038692474365,14.64549404358482,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,O céu é azul?,LIGAR_LUZ,NAO_RECONHECIDO,603.6012172698975,13.253783741829064,1249.875
tinyllama-1.1b-chat-v1.0.Q4_0.gguf,Abrir as cortinas,AJUSTAR_TEMPERATUR,NAO_RECONHECIDO,750.9818077087402,13.315901793294021,1249.875
